,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,ABF1_YPD,ACE2_YPD,ADR1_YPD,ARG80_YPD,ARG81_YPD,ARO80_YPD,ASH1_YPD,AZF1_YPD,BAS1_YPD,CAD1_YPD,CBF1_YPD,CHA4_YPD,CIN5_YPD,CRZ1_YPD,CUP9_YPD,DAL81_YPD,DAL82_YPD,DIG1_YPD,DOT6_YPD,FHL1_YPD,FKH1_YPD,FKH2_YPD,FZF1_YPD,GAL4_YPD,GAT1_YPD,GAT3_YPD,GCN4_YPD,GCR1_YPD,GCR2_YPD,GLN3_YPD,GTS1_YPD,HAA1_YPD,HAL9_YPD,HAP2_YPD,HAP3_YPD,HAP4_YPD,HAP5_YPD,HIR1_YPD,HIR2_YPD,HMS1_YPD,HSF1_YPD,IME4_YPD,INO2_YPD,INO4_YPD,IXR1_YPD,LEU3_YPD,MAC1_YPD,MAL13_YPD,MAL33_YPD,A1..MATA1._YPD,MBP1_YPD,MCM1_YPD,MET31_YPD,MET4_YPD,MIG1_YPD,MOT3_YPD,MSN1_YPD,MSN2_YPD,MSN4_YPD,MSS11_YPD,NDD1_YPD,NRG1_YPD,PDR1_YPD,PHD1_YPD,PHO2_YPD,PHO4_YPD,PUT3_YPD,RAP1_YPD,RCS1_YPD,REB1_YPD,RFX1_YPD,RGM1_YPD,RGT1_YPD,RIM101_YPD,RLM1_YPD,RME1_YPD,ROX1_YPD,RPH1_YPD,RTG1_YPD,RTG3_YPD,SFL1_YPD,SFP1_YPD,SIP4_YPD,SKN7_YPD,SKO1_YPD,SMP1_YPD,SOK2_YPD,STB1_YPD,STE12_YPD,STP1_YPD,STP2_YPD,SUM1_YPD,SWI4_YPD,SWI5_YPD,SWI6_YPD,THI2_YPD,UGA3_YPD,YAP1_YPD,YAP3_YPD,YAP5_YPD,YAP6_YPD,YAP7_YPD,YFL044C_YPD,YJL206C_YPD,ZAP1_YPD,ZMS1_YPD
248,0.1,-0.05,-0.12,-0.45,-0.88,-0.57,-1.34,2.22,-1.09,-0.12,0.77,0.89,0.6,0.33,0.07,0.17,-0.21,-0.38,-0.159188265,0.287907107,0.178160973,-0.216820705,-0.00796582,0.12189627,-0.233836562,0.300255773,0.029817957,-0.501402988,-0.082156474,0.014257586,-0.140434861,-0.182333196,-0.219801188,0.165088427,-1.229631777,-0.966090495,-0.409289591,-0.005621362,-0.024784979,-0.364933494,-0.570435237,0.032679921,-0.435396072,-0.486279472,0.095311305,-0.335104362,-0.019577339,0.024086588,-0.470424515,-0.509429459,-0.161196176,-0.321402545,0.179516655,0.004364325,0.029008824,0.028580326,0.219690817,-0.09485291,0.001417329,0.02724112,0.352754232,0.98621497,0.03976083,-0.06078847,0.195936904,0.816840839,-0.670342903,-0.402156012,-0.140197671,-0.382523834,-0.037598145,0.294677206,-0.375348754,-0.349272216,-0.094577838,0.014658227,0.134420077,-0.162834691,0.006599495,-0.346202136,-0.189709848,-0.003346299,0.158757623,-0.253960301,-0.05239141,0.135438731,-0.468641997,0.528658028,-0.12693463,-0.593114687,-0.194808499,-0.014276989,-0.185663066,0.436331796,-0.03887383,0.004889079,0.038906842,0.1432189,1.753297867,0.115969425,0.328967748,-0.704016691,-0.480022847,-0.084993001,-0.157040697,-0.851770766,-0.374718755,-0.041192521,-0.170731564,-0.118628162,0.093933985,0.074300047,-0.068245381,0.182955518,-0.798140594,-0.332509079,-0.242957119,-0.6133071,0.010407482,-0.415951765,-0.042466071,0.018558833,-0.09692152,-0.09589985
249,-0.13,0.65,-0.56,-0.95,-0.02,0.45,1.03,-0.12,-0.12,-0.1,-0.04,-0.2,-0.33,-0.33,0.33,0.35,0.14,-0.05,-0.438619936,0.01905268,-0.019206418,-0.276800888,-0.166793434,-0.115266728,0.393439486,0.525889866,-0.256558485,-0.261445996,0.278812171,-0.56694743,0.324920256,0.56331035,-0.073572286,2.549930015,-0.25969929,-0.199827168,1.048046907,-0.234046984,-0.017434094,0.201140877,0.066624206,-0.768170942,0.714721875,0.123756106,-0.192626133,0.153289764,0.031643623,-0.2469812,0.19969973,-0.850268148,0.072907997,0.171497515,-0.018617282,-0.279993601,-0.15567032,-0.084436268,0.230761166,-0.075865019,0.065961573,-0.442578773,0.402370081,1.838951485,0.069601951,0.207689861,-0.062208043,0.459874642,-0.201563015,-0.564787965,0.098459175,0.075959866,0.175374368,1.874742797,0.042934528,-0.021018587,-0.138527811,0.00047803,0.068680853,-0.584825494,0.230196618,-0.009137533,-0.341039155,0.701126988,0.404754377,-0.007840675,0.579568774,0.600131378,-0.68154064,-0.566693725,-0.516591348,0.145089172,0.349485308,-0.259755807,0.120476694,0.017731246,0.317970727,0.21982833,0.138776992,-0.028047445,-0.079944137,0.024823045,0.280126318,-0.11802683,0.342831084,-0.096239036,-0.538571333,-0.175787878,-0.050966289,0.916716399,0.386800243,0.673870526,0.44429601,-0.172355979,-0.208573961,-0.520776083,-0.435759712,0.553855604,-0.333031586,-0.372739936,0.33884357,0.019124863,-0.769037834,-0.374765632,-0.173395057,0.17145268
250,-0.32,1.04,0.29,-0.47,-0.34,-0.12,-0.12,-0.12,0.38,0.47,0.36,-0.09,-0.18,-0.53,-0.32,-0.03,-0.12,0.2,0.196065869,-0.0054231,0.029082066,-0.009119617,-0.201563861,0.001499767,0.28850941,-0.205797346,-0.020879014,0.193760643,0.742465644,-0.206627186,-0.219766981,0.553952305,-0.331926908,-0.283897702,0.314312413,-0.250577514,0.667295309,-0.222361683,-0.116630461,-0.226267771,0.012425934,0.427827012,0.051410248,0.041368179,0.248826867,-0.355055086,-0.138204623,-0.171055348,0.041073186,0.257513965,-0.257949055,0.046215836,0.196232852,0.036223102,0.08323257,0.114756667,-0.266025447,-0.454374816,-0.293302226,-0.102007276,-0.052849229,0.671675625,0.840528574,-0.079667929,-0.086229261,0.421498008,0.18768402,0.044102263,-0.69288453,-0.511268552,-0.015432931,0.257634645,0.214756219,-0.392650614,-0.083065603,0.268035486,0.094043472,0.770173184,-0.27683775,-0.054613167,-0.228429796,0.061467929,1.338923303,0.49617639,-0.048471302,-0.12886772,-0.020432163,-0.071618154,-0.544179109,-0.989350446,0.274996913,0.266029576,-0.222972191,-0.110211412,-0.185572889,-0.041711634,0.364779717,0.518678545,-0.232014314,0.374464631,0.271909203,-0.80318042,-0.095175684,-0.115040577,0.905584192,-0.266869062,-0.334688299,-0.158762783,-0.203052254,-0.250177763,-0.439977431,0.17678117,-0.190020443,0.413760763,0.782378285,-0.183908523,-0.007708767,-0.37000197,-0.001729313,-0.163572566,-0.241409131,0.13246853,-0.200815804,-0.357563234
251,-0.95,-0.31,0.09,0.12,-0.2,-0.4,-0.75,-0.37,-0.24,0.05,1.12,0.91,0.79,0.2,0.26,0.12,-0.31,-0.16,-0.567997427,0.086298439,0.02479681,-0.606129831,-0.628887391,-0.344807032,0.506914575,-0.070004934,-0.183411778,-0.263579507,-0.011920327,-0.541043363,0.613025395,0.528100779,-0.315130412,-0.412899375,-0.749435865,-0.209824477,0.00539467,-0.039443468,0.630875389,-0.161448799,-0.141831041,-0.694741614,0.418961482,-0.118650952,-0.444767793,-0.057090756,-0.123345701,-0.449107548,-0.173238033,-0.574134112,-0.340175028,-0.567705647,-0.501343233,-0.386862379,-0.594602872,0.011040574,0.199188994,-0.233427548,-0.007076622,-0.23574787,0.049458192,1.017006914,0.386794175,-0.375206609,-0.146980687,-0.105099698,0.089059445,-0.89086181,0.331577965,0.143083425,-0.412868029,0.654018162,-0.232806209,-0.072738866,-0.001976865,-0.577937226,0.010719123,-0.387329733,0.142843143,-0.061511157,-0.11433276,0.259022469,-0.138626673,-0.435476101,-0.078428775,-0.30764226,-0.368021395,-0.525217824,-0.388637754,0.587138463,-0.09923871,0.06389221,0.148285836,-0.063087999,0.328463911,0.30836705,-0.074240909,-0.418518417,-0.383112659,-0.180556617,0.481253882,0.773261967,0.583020577,-0.279203028,0.309746865,-0.678511082,-0.061794422,-0.709539453,-0.683588896,-0.107540954,0.839402713,1.034809226,0.420059031,-0.188602808,-0.991534825,-0.423144192,-0.40740582,-0.35989474,-0.018588199,-0.604347714,-0.42863705,-0.277986686,-0.241777271,0.008767684
252,0.17,0.02,-0.03,-0.67,-0.85,-0.55,-0.55,0.52,1.04,0.32,0.84,0.17,-0.25,-0.4,-0.12,0.15,0.18,-0.02,-0.432292477,0.457370083,-0.010514918,0.108571425,-0.041467785,0.120946681,0.633674297,-0.08506145,0.243420853,0.166839081,0.500046352,0.108051476,-0.187605266,1.1217249,-0.002895767,-0.011483266,0.015835367,-0.157017163,0.779531716,0.347790477,1.791445402,1.411113755,-0.364763558,-0.287094295,0.295162174,-0.044727152,-0.188372246,-0.199304041,-0.206317756,-0.277540533,-0.469523961,-0.516183129,-0.277495749,0.07667757,-0.38979239,-0.077202374,0.000314906,-0.027470613,-0.057966785,-0.123288736,-1.102001872,0.341074997,-0.128869235,-0.101732153,-0.923975341,-0.40606659,-0.278407114,-0.426228322,0.352748696,-0.653303503,0.063014414,1.062158884,0.035751706,0.415106278,0.03944403,0.03376142,0.44695078,-0.228631958,-0.5494956,0.210702059,1.222853763,-0.171377126,-0.203843876,0.013270579,0.254604927,-0.553947615,-0.023974702,0.688610618,0.016884505,-0.521509191,-0.073650596,-0.415018494,0.332303378,-0.334200148,-0.031143269,-0.17879496,-0.245587216,0.185916008,0.010445582,-0.054698187,0.405810841,-0.529340322,0.784060427,-0.738603237,-1.703821215,-0.001539239,0.68624287,0.178077197,-0.163561868,-0.064215149,-0.008178984,-0.062458631,0.399390421,-0.090997122,-0.025207811,-0.544910444,-0.00197779,-0.133011146,-0.42277366,0.000305098,-0.26631403,0.195864986,0.035538894,-0.00185858,0.149458389,-0.23181864
253,-0.22,-0.05,-0.15,-0.11,0.38,0.12,0.36,-0.08,-0.05,-0.1,-0.37,0.12,0.2,-0.15,0.05,0.16,0.05,-0.2,-0.22623682,0.109125831,1.039042773,0.046528777,0.020990407,0.297452634,-0.131968048,0.17747634,-0.42198599,0.10417829,-0.064626613,-0.523491392,-0.296446961,-0.002700452,-0.091668506,-0.036257249,0.151017237,-0.003797536,0.001710311,-0.103743003,2.111376683,0.822407356,0.241460946,0.598028601,-0.309583369,-0.459561949,0.201303007,-0.317386506,0.130610016,0.088632003,0.124341238,-0.007734889,-0.043559954,0.037884424,0.149782231,0.062298169,0.002943123,0.136364263,-0.422370104,-0.342415564,0.069650066,-0.085987281,-0.239394784,0.524841799,0.056538305,0.092751797,0.13409658,0.023252655,-0.143689837,0.567942378,0.259495104,-0.540482158,0.240009942,-0.277427063,-0.202794399,-0.310098657,0.078985078,-0.039426283,-0.40881147,0.198983895,-0.063058564,0.135492055,-0.158838624,-0.072313433,-0.844825473,-0.604529529,-0.811063751,-0.350767827,-0.079667304,-0.001842141,-0.858867996,-0.747373741,0.22207623,0.441629335,-0.139172403,0.115847343,-0.059064508,0.03981781,0.895038181,0.439118518,-2.589281087,0.269838915,0.234787256,0.513296183,-0.106374967,-0.03881674,0.950670713,0.022020175,0.208382286,-0.055384367,-0.457436711,-0.401094562,-0.622997403,-0.00964942,0.513755308,0.203010789,-0.670647773,-0.410658762,0.161371508,-0.364213668,-0.069720719,-0.263759375,0.006506719,0.259586335,0.105158426,-0.021923658
255,-1.79,-0.05,2.13,1.75,0.23,0.15,-0.66,-0.77,-0.73,-0.15,1.14,1.41,0.46,-0.21,-0.77,-0.56,-1.04,-0.58,-0.457664718,0.067350287,-0.490834823,0.003775494,0.030844693,-0.434264079,0.71126626,0.149861035,0.042603297,-0.324833992,0.664126719,0.13554669,0.377963739,0.743486446,0.507867896,0.32079577,0.04174174,0.025300293,0.034578739,0.186375806,-0.28923719,0.616141229,-0.106282219,-0.089794171,0.392574282,0.042823893,-0.440947988,-0.1256303,0.238273267,-0.239797503,-0.09614959,-0.37012917,-0.103164825,0.100902585,-0.20166762,-0.2367781,-0.260619873,0.24175185,-0.106141572,0.262513379,-0.062457893,-0.108312194,-0.17898122,0.340775197,0.97670229,-0.059020787,0.390484999,0.633423863,0.712041309,-0.380836305,2.068516972,0.379372544,0.185920447,0.935905952,0.001828899,0.280592329,0.583958998,-0.242381308,-0.279731518,0.530443457,0.523472832,-0.194744696,-0.132744852,0.28329479,-0.249339973,1.144496472,0.57103834,-0.5662067,-0.337631323,-0.549705392,-0.166316129,-0.00026978,0.490930297,-0.384390063,0.420102376,0.390452861,0.099554428,0.262528653,-0.203515191,-0.35270616,0.155945032,0.450614151,-0.438952628,0.450156342,-0.160863467,0.261309595,0.877658746,1.243503356,0.02658309,0.280210075,0.249811809,-0.071587605,1.667156492,-0.58043082,2.195415479,-0.623780664,0.315093988,-0.047397961,-0.3821003,-0.072838602,1.27E-05,-0.577939013,-0.202228601,-0.397175685,-0.223144928,0.007592224
256,-0.58,-0.1,-0.45,-0.05,0.04,0.41,0.14,0.14,0.04,0.22,-0.29,-0.2,0.14,0.18,0.08,0.35,0.01,-0.08,-0.00054765,0.232425855,-0.266014188,-0.456051691,-0.144863068,-0.052219719,0.722657759,-0.532754414,-0.101664843,0.111787727,0.811371641,-0.153982883,-0.134573504,0.662626532,-0.156385919,-0.043924608,0.736012437,0.131881549,-0.014104646,0.058143847,0.565904398,0.356838053,-0.637664734,0.417068934,0.529039506,-0.81739025,0.004031743,-0.034769861,-0.403574837,-0.009107422,0.068425652,-0.25794231,-0.150438105,0.068406803,-0.129371376,-0.038291513,-0.280769307,0.048565289,-0.221359353,-0.546806211,0.140210626,-0.283951995,-0.545662029,0.628829389,-0.220555038,-0.202836591,0.268140674,-0.018332184,-0.179679474,0.292671276,-0.005703847,-0.093744669,-0.098422307,0.423813931,-0.082961918,0.057912138,-0.004908063,0.324797127,0.112478091,0.942276148,0.081347809,-0.533383362,-0.145670181,0.022368949,1.508373276,2.564352363,0.2165501,-0.526913065,0.20805335,-0.081893156,0.071999439,-1.30705149,0.102523093,-0.189994736,-0.474686677,0.045727008,0.000119739,-0.004063108,-0.01990614,0.001874718,0.777863718,-0.386313355,0.220843661,-0.23189549,-0.826650863,-0.035637849,1.322677352,0.252526957,0.006416667,-0.101375236,-0.060965082,-0.230763384,-0.184775795,0.117934098,0.018452865,0.379321081,0.346799666,-0.456618388,-0.019994345,0.078670902,-0.139470493,0.028654863,0.033579747,0.215351694,0.001503082,0.498715417
257,0.23,-0.4,0.28,-0.23,0.16,-0.25,0.21,-0.23,0.12,-0.08,0.22,-0.01,0.03,-0.05,0.3,-0.03,0.08,-0.34,0.914805437,-0.11009014,-0.15156168,-0.237006073,-0.074548013,0.137814457,0.501809243,0.266029695,-0.195150666,-0.333974474,0.881251209,-0.437219451,0.045437099,0.73461425,0.144560426,0.413632749,0.078989858,0.314719841,-0.069750881,0.228681663,0.490284541,-0.134250313,0.147125488,-0.48626282,0.812877609,0.164095781,0.142158534,0.358919229,0.223035843,-0.420369597,0.18153628,-0.215098801,0.018819163,0.143412228,-0.138666967,-0.215898554,-0.10383075,0.234542277,0.232867508,0.097670256,-0.013695601,-0.304560573,0.232817542,0.07791045,0.0436981,0.193640429,0.616100756,0.159785975,0.94327571,-0.291215146,0.781103006,-0.146644836,0.079295089,0.820640796,0.061328979,0.182564038,0.367330133,-0.433110787,-0.169224458,-0.302833129,0.538902839,0.004441993,0.33002482,0.02879544,-0.024847871,-2.704669395,0.946289189,0.495760952,-0.425480575,-0.368241993,-0.326698924,0.782999697,0.583782278,0.508297105,0.40780564,0.378964226,0.708620311,0.266964599,-0.069809995,-0.334469952,0.361627676,0.208441346,-0.036034171,1.268704222,-0.137626708,-0.030521315,0.164761568,0.126126015,-0.241246199,-0.017100337,-0.008814995,-0.303934036,-0.421801469,-0.559490573,0.377073205,-0.673670189,-0.055884482,-0.682109826,-0.16001438,-0.239517224,-0.005034069,-0.316537108,-0.341203047,-0.104824745,0.10204814,0.263403328
259,0.07,0.06,0.09,-0.06,0.35,-0.18,0.23,0.04,0.35,-0.13,-0.3,-0.18,-0.13,-0.17,0.45,-0.2,-0.27,-0.02,-0.569210884,-0.000426654,-0.602687517,-0.41607877,-0.413664054,-0.444130869,0.409771187,0.025342112,-0.150101096,-0.427574144,-0.147945918,-0.49508454,0.465060564,0.189903608,0.21147914,-0.258670035,-0.393796109,-0.390536726,-0.04047841,-0.423585329,0.041528268,-0.259084404,-0.133514525,-0.798428013,0.159277704,-0.464673625,-0.558605571,-0.213038971,-0.278616805,-0.321741152,-0.204918113,-0.497347713,-0.330765701,-0.372804403,-0.372593995,-0.495803443,-0.438602533,-0.082895356,0.089794524,-0.350708495,0.47114375,-0.480114245,0.0906826,0.763144003,0.823950672,-0.458674949,0.141515453,0.011263472,-0.170339809,-0.871961951,0.075855841,-0.589271688,-0.260059741,0.193988431,0.125145739,0.01376824,-0.165889915,-0.79878182,-0.10025415,-0.0346141,-0.167989761,0.454794329,-0.48645179,0.862593263,-0.033892617,-0.709166769,0.013733657,0.452006007,-0.713690012,-0.49010449,-0.785765106,-0.02169306,0.323497931,-0.12278211,-0.089363173,-0.047383619,0.27914296,0.000511633,-0.141417075,-0.413778864,1.134288636,-0.352123113,-0.353870419,1.366630963,1.297376211,-0.400478148,1.257530076,-0.643262192,-0.457994341,-0.455373962,-0.697488599,-0.293627917,0.83338156,-0.51934622,0.82801278,-0.509599163,-0.934798439,-0.545306177,-0.010485868,-0.522947689,0.223635695,-0.662902716,-0.300992377,-0.298959553,-0.347901739,0.002797845
260,0.51,-0.16,0.11,-0.32,-0.28,-0.45,0.12,-0.1,0.31,0.12,0.07,0.04,0.01,-0.32,-0.21,-0.01,0.34,0.22,-0.572532075,0.285378307,-0.297503037,-0.313213091,-0.090632436,-0.449494028,0.003463213,0.105846472,-0.188637418,-0.453054625,0.352524986,-0.420561387,-0.073383362,0.460831246,-0.182815552,-0.270119683,-0.879370696,0.099406979,-0.003618644,-0.28016167,-1.13E-05,0.572696553,-0.060949912,-0.553794554,0.47200076,0.241760147,-0.321010851,0.110421912,-0.202614552,-0.261099048,-0.445565882,-0.230712783,-0.451748131,-0.087512968,-0.24955922,-0.171712919,-0.422478688,0.184672451,-0.083925547,-0.429852748,0.180968678,-0.49489041,0.265165375,0.471256042,-0.218023486,-0.40133792,-0.076213626,0.437154856,-0.029880997,-0.333096211,0.397433891,0.596236852,-0.115208066,0.048321991,-0.325726513,0.057441261,0.23789884,-0.606541184,-0.33149268,-0.411298152,0.659717453,0.254825001,-0.005760741,0.130441193,0.143996756,0.604279645,0.333812751,2.056061324,-0.003543423,-0.230677944,-0.389328811,0.615463005,0.015272612,0.018715493,0.413804947,0.004070587,-0.037785729,0.708891567,0.335000905,-0.317905002,0.827954672,0.25509642,0.080111723,0.994573497,-0.032088894,0.552571352,-0.185230181,-0.7753375,0.08902418,-0.13228875,-0.546238841,-0.354360901,0.340781804,0.113797698,0.476814457,-0.064693107,-0.299578891,-0.147376423,-0.430149057,-0.416543439,-0.051827854,-0.210605518,-0.408875443,-0.09964373,-0.197500166,0.217800112
261,0.78,0.37,-0.09,0.07,0.03,0.25,0.02,0.34,0.25,-0.16,-0.14,-0.51,-0.21,-0.05,-0.14,-0.56,0.1,-0.35,0.360718796,-0.42541406,-0.005395368,-0.403050111,-0.481780586,-0.307408633,0.014501412,-0.128418883,0.033564665,-0.816292885,0.819477719,-0.697476363,0.613957327,0.443604106,-0.009963327,0.374973017,-0.043621767,-0.269259856,0.963498613,-0.069637112,0.393579737,-0.188916321,-0.377985526,-0.692854376,0.370411945,-0.074654529,-0.555356636,-0.315402992,-0.178747324,-0.525018227,-0.301595002,-0.3639124,-0.47537637,-0.226581273,-0.400470284,-0.398256653,-0.3914147,0.396896983,0.403242632,-0.032691159,0.603899139,-0.40193175,0.192388616,0.91246991,-0.218249655,-0.111625115,-0.049367012,0.303335614,0.658047835,-0.726550783,-0.478086377,0.036102664,-0.330295236,0.396945084,-0.327445471,-0.470619339,-0.299491194,-0.150257047,0.132463923,-0.931008702,-0.095787684,-0.309728133,-0.380124894,-0.231163616,-0.262540177,-0.368380007,0.184525198,0.250091936,-0.70500296,-0.626708959,-0.060129045,0.582973289,-0.277832531,-0.239265064,0.349151122,-0.186658411,-0.103979266,-0.171311784,-0.185559845,-0.207648284,-0.044996021,0.227503153,0.354305683,0.492126887,0.002952482,-0.133983347,-0.730140791,-0.351387028,-0.072227612,0.012690234,-0.394903702,-0.346204887,-0.197791262,-0.549420053,-0.026060911,-0.234548763,-0.882976785,-0.020738239,-0.220735976,-0.729042038,-0.166315368,-0.420542811,-0.529696984,-0.115027281,-0.376139748,-0.090641576
262,-0.46,-0.62,0.71,1.06,0.63,0.15,-0.04,-0.49,-0.57,-0.36,0.22,0.44,0.64,-0.19,-0.06,-0.53,-0.09,-0.4,-0.007217853,0.136509033,-0.559129233,0.054555533,0.079058148,0.027304967,-0.386818333,0.371899494,0.035454436,-0.359258294,-1.019961008,0.002547137,-0.161794216,-0.977035587,-0.196650294,0.001071669,0.077593306,0.03737449,-1.611106632,-0.118753459,-0.517496642,-0.130433996,0.381896097,-0.492615983,-0.038553895,0.403794196,0.025283707,-0.338605281,0.242253229,0.01828706,-0.36242247,-0.243725954,-0.135644211,0.070380809,0.169992326,-0.188607362,-0.131807423,0.03504038,-0.058620865,-0.188035874,0.173703117,-0.436310821,-0.277394155,0.70492976,-0.201815324,-0.20186668,0.000575088,-0.044021389,-0.238436377,1.142328998,0.300665432,0.230372855,-0.042705035,-0.091967488,0.217000363,-0.792833125,-0.195253849,-0.002833175,0.022572777,0.314859954,0.014450851,-0.100239226,-0.024801036,0.199742315,1.264340355,0.214293317,-0.040001672,-0.435422195,0.062132214,0.117281056,-0.461122106,-0.024542933,-0.052511024,-0.008736846,-0.011347739,0.067795505,-0.037754599,-0.001447923,0.35685957,0.337337855,2.362384573,0.375674606,0.374921174,-0.594776731,0.531632583,-0.146296162,-0.08755753,0.134050172,-0.017027388,-0.118661494,-0.293172607,-0.2274326,1.531863555,-0.060778659,0.770808584,-0.078994638,-0.450474736,0.264435184,0.262815821,-0.754838624,-0.223430886,-0.853359557,0.10881494,0.151108056,-0.084587712,0.057031943
263,-0.53,-0.61,0.76,0.8,0.53,0.31,-0.05,-0.45,-0.51,-0.41,0.4,0.51,0.39,0.18,0.01,-0.34,-0.21,-0.75,-0.007217853,0.136509033,-0.559129233,0.054555533,0.079058148,0.027304967,-0.386818333,0.371899494,0.035454436,-0.359258294,-1.019961008,0.002547137,-0.161794216,-0.977035587,-0.196650294,0.001071669,0.077593306,0.03737449,-1.611106632,-0.118753459,-0.517496642,-0.130433996,0.381896097,-0.492615983,-0.038553895,0.403794196,0.025283707,-0.338605281,0.242253229,0.01828706,-0.36242247,-0.243725954,-0.135644211,0.070380809,0.169992326,-0.188607362,-0.131807423,0.03504038,-0.058620865,-0.188035874,0.173703117,-0.436310821,-0.277394155,0.70492976,-0.201815324,-0.20186668,0.000575088,-0.044021389,-0.238436377,1.142328998,0.300665432,0.230372855,-0.042705035,-0.091967488,0.217000363,-0.792833125,-0.195253849,-0.002833175,0.022572777,0.314859954,0.014450851,-0.100239226,-0.024801036,0.199742315,1.264340355,0.214293317,-0.040001672,-0.435422195,0.062132214,0.117281056,-0.461122106,-0.024542933,-0.052511024,-0.008736846,-0.011347739,0.067795505,-0.037754599,-0.001447923,0.35685957,0.337337855,2.362384573,0.375674606,0.374921174,-0.594776731,0.531632583,-0.146296162,-0.08755753,0.134050172,-0.017027388,-0.118661494,-0.293172607,-0.2274326,1.531863555,-0.060778659,0.770808584,-0.078994638,-0.450474736,0.264435184,0.262815821,-0.754838624,-0.223430886,-0.853359557,0.10881494,0.151108056,-0.084587712,0.057031943
264,-0.33,-0.05,0.17,0.41,0.24,0.32,-0.13,0.03,0.09,0.06,-0.04,0.12,0.06,-0.06,-0.35,-0.09,-0.28,-0.21,-0.007217853,0.136509033,-0.559129233,0.054555533,0.079058148,0.027304967,-0.386818333,0.371899494,0.035454436,-0.359258294,-1.019961008,0.002547137,-0.161794216,-0.977035587,-0.196650294,0.001071669,0.077593306,0.03737449,-1.611106632,-0.118753459,-0.517496642,-0.130433996,0.381896097,-0.492615983,-0.038553895,0.403794196,0.025283707,-0.338605281,0.242253229,0.01828706,-0.36242247,-0.243725954,-0.135644211,0.070380809,0.169992326,-0.188607362,-0.131807423,0.03504038,-0.058620865,-0.188035874,0.173703117,-0.436310821,-0.277394155,0.70492976,-0.201815324,-0.20186668,0.000575088,-0.044021389,-0.238436377,1.142328998,0.300665432,0.230372855,-0.042705035,-0.091967488,0.217000363,-0.792833125,-0.195253849,-0.002833175,0.022572777,0.314859954,0.014450851,-0.100239226,-0.024801036,0.199742315,1.264340355,0.214293317,-0.040001672,-0.435422195,0.062132214,0.117281056,-0.461122106,-0.024542933,-0.052511024,-0.008736846,-0.011347739,0.067795505,-0.037754599,-0.001447923,0.35685957,0.337337855,2.362384573,0.375674606,0.374921174,-0.594776731,0.531632583,-0.146296162,-0.08755753,0.134050172,-0.017027388,-0.118661494,-0.293172607,-0.2274326,1.531863555,-0.060778659,0.770808584,-0.078994638,-0.450474736,0.264435184,0.262815821,-0.754838624,-0.223430886,-0.853359557,0.10881494,0.151108056,-0.084587712,0.057031943
265,-0.58,-0.74,-0.35,-0.64,-0.38,-0.11,0.57,0.47,0.54,0.26,0.24,-0.11,0.04,-0.23,0.02,0.08,0.58,0.34,0.439868627,-0.217955057,-0.134248477,-0.587981308,-0.419991264,-0.361200627,0.017444778,0.27430902,-0.36720806,-0.007712611,0.104240835,-0.628614639,0.425101863,0.720901995,-0.292413315,-0.065518675,-0.876009813,-0.23462934,0.808163347,-0.020997375,0.044751654,-0.167189653,-0.444583262,-0.362213924,0.462865026,0.138325888,-0.690585363,0.567573192,-0.230391578,-0.34167785,-0.49322637,-0.375258144,-0.804469613,-0.222262366,-0.548389624,-0.315056985,-0.313068067,-0.218275586,0.414963126,-0.126113508,-0.42978364,0.076544046,0.177996987,0.938712834,0.442292564,-0.095741695,0.168657823,0.364309306,0.241344153,-0.479892279,-0.289100761,-0.316396995,-0.319280223,0.05470611,-0.255625091,0.024302231,-0.01556842,-0.553838393,0.1265006,-0.322852437,-0.03289685,-0.240241352,0.430790315,-0.796255277,-0.454272225,-0.444840607,0.47910978,0.179509267,-0.450856988,-0.507482365,-0.458544713,1.496198534,0.004328366,-0.093698929,-0.098622773,0.009858081,-0.00546876,0.103705762,-0.451683866,-0.411457713,-0.377553689,-0.529859403,-0.344821543,0.411262008,0.194912204,-0.121962593,-0.109000197,-0.381479149,-0.243480607,-0.35148714,-0.338642808,-2.77E-05,0.365075467,-0.266274156,0.32178151,-0.838813235,-0.494657175,-0.100444878,-0.098072786,1.241530749,0.120241909,-0.82946181,-0.047459312,-0.167330483,0.156039685,-0.030172629
